id,wmi_class,wmi_scope
6800,"MSFT_HealthAction
",\ROOT\Microsoft\Windows\Storage\MS_409
6801,"MSFT_HealthActionEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6802,"MSFT_HealthRecord
",\ROOT\Microsoft\Windows\Storage\MS_409
6803,"MSFT_HealthRecordReal64
",\ROOT\Microsoft\Windows\Storage\MS_409
6804,"MSFT_HealthRecordUInt64
",\ROOT\Microsoft\Windows\Storage\MS_409
6805,"MSFT_InitiatorId
",\ROOT\Microsoft\Windows\Storage\MS_409
6806,"MSFT_InitiatorIdToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6807,"MSFT_InitiatorPort
",\ROOT\Microsoft\Windows\Storage\MS_409
6808,"MSFT_InitiatorPortToiSCSIConnection
",\ROOT\Microsoft\Windows\Storage\MS_409
6809,"MSFT_InitiatorPortToiSCSISession
",\ROOT\Microsoft\Windows\Storage\MS_409
6810,"MSFT_InitiatorPortToiSCSITarget
",\ROOT\Microsoft\Windows\Storage\MS_409
6811,"MSFT_iSCSIConnection
",\ROOT\Microsoft\Windows\Storage\MS_409
6812,"MSFT_iSCSIConnectionToDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6813,"MSFT_iSCSIConnectionToiSCSITargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6814,"MSFT_iSCSISession
",\ROOT\Microsoft\Windows\Storage\MS_409
6815,"MSFT_iSCSISessionToDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6816,"MSFT_iSCSISessionToiSCSIConnection
",\ROOT\Microsoft\Windows\Storage\MS_409
6817,"MSFT_iSCSISessionToiSCSITargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6818,"MSFT_iSCSITarget
",\ROOT\Microsoft\Windows\Storage\MS_409
6819,"MSFT_iSCSITargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6820,"MSFT_iSCSITargetToiSCSIConnection
",\ROOT\Microsoft\Windows\Storage\MS_409
6821,"MSFT_iSCSITargetToiSCSISession
",\ROOT\Microsoft\Windows\Storage\MS_409
6822,"MSFT_iSCSITargetToiSCSITargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6823,"MSFT_MaskingSet
",\ROOT\Microsoft\Windows\Storage\MS_409
6824,"MSFT_MaskingSetToInitiatorId
",\ROOT\Microsoft\Windows\Storage\MS_409
6825,"MSFT_MaskingSetToTargetPort
",\ROOT\Microsoft\Windows\Storage\MS_409
6826,"MSFT_MaskingSetToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6827,"MSFT_OffloadDataTransferSetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6828,"MSFT_Partition
",\ROOT\Microsoft\Windows\Storage\MS_409
6829,"MSFT_PartitionToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\MS_409
6830,"MSFT_PartitionToVolume
",\ROOT\Microsoft\Windows\Storage\MS_409
6831,"MSFT_PhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6832,"MSFT_PhysicalDiskToStorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\MS_409
6833,"MSFT_PhysicalExtent
",\ROOT\Microsoft\Windows\Storage\MS_409
6834,"MSFT_ReplicaPeer
",\ROOT\Microsoft\Windows\Storage\MS_409
6835,"MSFT_ReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\MS_409
6836,"MSFT_ReplicationGroup
",\ROOT\Microsoft\Windows\Storage\MS_409
6837,"MSFT_ReplicationGroupToPartition
",\ROOT\Microsoft\Windows\Storage\MS_409
6838,"MSFT_ReplicationGroupToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\MS_409
6839,"MSFT_ReplicationGroupToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6840,"MSFT_ReplicationSettings
",\ROOT\Microsoft\Windows\Storage\MS_409
6841,"MSFT_ResiliencySetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6842,"MSFT_SoftError
",\ROOT\Microsoft\Windows\Storage\MS_409
6843,"MSFT_SoftError_EmptyCache
",\ROOT\Microsoft\Windows\Storage\MS_409
6844,"MSFT_SoftError_NotAuthenticated
",\ROOT\Microsoft\Windows\Storage\MS_409
6845,"MSFT_SoftError_NotInCache
",\ROOT\Microsoft\Windows\Storage\MS_409
6846,"MSFT_SoftError_RelativePath
",\ROOT\Microsoft\Windows\Storage\MS_409
6847,"MSFT_StorageAlertEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6848,"MSFT_StorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6849,"MSFT_StorageChassis
",\ROOT\Microsoft\Windows\Storage\MS_409
6850,"MSFT_StorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6851,"MSFT_StorageDiagnoseResult
",\ROOT\Microsoft\Windows\Storage\MS_409
6852,"MSFT_StorageEnclosure
",\ROOT\Microsoft\Windows\Storage\MS_409
6853,"MSFT_StorageEnclosureToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6854,"MSFT_StorageEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6855,"MSFT_StorageExtendedStatus
",\ROOT\Microsoft\Windows\Storage\MS_409
6856,"MSFT_StorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\MS_409
6857,"MSFT_StorageFaultDomainToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\MS_409
6858,"MSFT_StorageFaultEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6859,"MSFT_StorageHealth
",\ROOT\Microsoft\Windows\Storage\MS_409
6860,"MSFT_StorageHealthReport
",\ROOT\Microsoft\Windows\Storage\MS_409
6861,"MSFT_StorageHealthSetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6862,"MSFT_StorageHealthStatusChangeEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6863,"MSFT_StorageJob
",\ROOT\Microsoft\Windows\Storage\MS_409
6864,"MSFT_StorageJobOutParams
",\ROOT\Microsoft\Windows\Storage\MS_409
6865,"MSFT_StorageJobToAffectedStorageObject
",\ROOT\Microsoft\Windows\Storage\MS_409
6866,"MSFT_StorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\MS_409
6867,"MSFT_StorageNode
",\ROOT\Microsoft\Windows\Storage\MS_409
6868,"MSFT_StorageNodeToDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6869,"MSFT_StorageNodeToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6870,"MSFT_StorageNodeToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\MS_409
6871,"MSFT_StorageNodeToStoragePool
",\ROOT\Microsoft\Windows\Storage\MS_409
6872,"MSFT_StorageNodeToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6873,"MSFT_StorageNodeToVolume
",\ROOT\Microsoft\Windows\Storage\MS_409
6874,"MSFT_StorageObject
",\ROOT\Microsoft\Windows\Storage\MS_409
6875,"MSFT_StoragePool
",\ROOT\Microsoft\Windows\Storage\MS_409
6876,"MSFT_StoragePoolToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6877,"MSFT_StoragePoolToResiliencySetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6878,"MSFT_StoragePoolToStorageTier
",\ROOT\Microsoft\Windows\Storage\MS_409
6879,"MSFT_StoragePoolToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6880,"MSFT_StoragePoolToVolume
",\ROOT\Microsoft\Windows\Storage\MS_409
6881,"MSFT_StorageProvider
",\ROOT\Microsoft\Windows\Storage\MS_409
6882,"MSFT_StorageProviderToStorageSubSystem
",\ROOT\Microsoft\Windows\Storage\MS_409
6883,"MSFT_StorageRack
",\ROOT\Microsoft\Windows\Storage\MS_409
6884,"MSFT_StorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\MS_409
6885,"MSFT_StorageScaleUnit
",\ROOT\Microsoft\Windows\Storage\MS_409
6886,"MSFT_StorageSetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6887,"MSFT_StorageSite
",\ROOT\Microsoft\Windows\Storage\MS_409
6888,"MSFT_StorageSubSystem
",\ROOT\Microsoft\Windows\Storage\MS_409
6889,"MSFT_StorageSubSystemToDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6890,"MSFT_StorageSubSystemToFileServer
",\ROOT\Microsoft\Windows\Storage\MS_409
6891,"MSFT_StorageSubSystemToFileShare
",\ROOT\Microsoft\Windows\Storage\MS_409
6892,"MSFT_StorageSubSystemToInitiatorId
",\ROOT\Microsoft\Windows\Storage\MS_409
6893,"MSFT_StorageSubSystemToMaskingSet
",\ROOT\Microsoft\Windows\Storage\MS_409
6894,"MSFT_StorageSubSystemToOffloadDataTransferSetting
",\ROOT\Microsoft\Windows\Storage\MS_409
6895,"MSFT_StorageSubSystemToPartition
",\ROOT\Microsoft\Windows\Storage\MS_409
6896,"MSFT_StorageSubSystemToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6897,"MSFT_StorageSubSystemToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\MS_409
6898,"MSFT_StorageSubSystemToReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\MS_409
6899,"MSFT_StorageSubSystemToReplicationGroup
",\ROOT\Microsoft\Windows\Storage\MS_409
6900,"MSFT_StorageSubSystemToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\MS_409
6901,"MSFT_StorageSubSystemToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\MS_409
6902,"MSFT_StorageSubSystemToStorageHealth
",\ROOT\Microsoft\Windows\Storage\MS_409
6903,"MSFT_StorageSubSystemToStorageNode
",\ROOT\Microsoft\Windows\Storage\MS_409
6904,"MSFT_StorageSubSystemToStoragePool
",\ROOT\Microsoft\Windows\Storage\MS_409
6905,"MSFT_StorageSubSystemToTargetPort
",\ROOT\Microsoft\Windows\Storage\MS_409
6906,"MSFT_StorageSubSystemToTargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6907,"MSFT_StorageSubSystemToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6908,"MSFT_StorageSubSystemToVolume
",\ROOT\Microsoft\Windows\Storage\MS_409
6909,"MSFT_StorageTier
",\ROOT\Microsoft\Windows\Storage\MS_409
6910,"MSFT_Synchronized
",\ROOT\Microsoft\Windows\Storage\MS_409
6911,"MSFT_TargetPort
",\ROOT\Microsoft\Windows\Storage\MS_409
6912,"MSFT_TargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6913,"MSFT_TargetPortToTargetPortal
",\ROOT\Microsoft\Windows\Storage\MS_409
6914,"MSFT_TargetPortToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6915,"MSFT_VirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6916,"MSFT_VirtualDiskToDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6917,"MSFT_VirtualDiskToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6918,"MSFT_VirtualDiskToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\MS_409
6919,"MSFT_VirtualDiskToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\MS_409
6920,"MSFT_VirtualDiskToStorageTier
",\ROOT\Microsoft\Windows\Storage\MS_409
6921,"MSFT_VirtualDiskToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\MS_409
6922,"MSFT_Volume
",\ROOT\Microsoft\Windows\Storage\MS_409
6923,"MSFT_Volume_Repair_AsyncOutput
",\ROOT\Microsoft\Windows\Storage\MS_409
6924,"MSFT_VolumeToFileShare
",\ROOT\Microsoft\Windows\Storage\MS_409
6925,"MSFT_WmiError
",\ROOT\Microsoft\Windows\Storage\MS_409
6926,"PS_StorageCmdlets
",\ROOT\Microsoft\Windows\Storage\MS_409
6927,"__AbsoluteTimerInstruction
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6928,"__ACE
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6929,"__AggregateEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6930,"__ClassCreationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6931,"__ClassDeletionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6932,"__ClassModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6933,"__ClassOperationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6934,"__ClassProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6935,"__ConsumerFailureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6936,"__Event
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6937,"__EventConsumer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6938,"__EventConsumerProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6939,"__EventDroppedEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6940,"__EventFilter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6941,"__EventGenerator
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6942,"__EventProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6943,"__EventQueueOverflowEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6944,"__ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6945,"__ExtrinsicEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6946,"__FilterToConsumerBinding
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6947,"__IndicationRelated
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6948,"__InstanceCreationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6949,"__InstanceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6950,"__InstanceModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6951,"__InstanceOperationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6952,"__InstanceProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6953,"__IntervalTimerInstruction
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6954,"__MethodInvocationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6955,"__MethodProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6956,"__NAMESPACE
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6957,"__NamespaceCreationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6958,"__NamespaceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6959,"__NamespaceModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6960,"__NamespaceOperationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6961,"__NotifyStatus
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6962,"__NTLMUser9X
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6963,"__ObjectProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6964,"__PARAMETERS
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6965,"__PropertyProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6966,"__Provider
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6967,"__ProviderRegistration
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6968,"__QOSFailureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6969,"__SecurityDescriptor
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6970,"__SecurityRelatedClass
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6971,"__SystemClass
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6972,"__SystemEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6973,"__SystemSecurity
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6974,"__thisNAMESPACE
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6975,"__TimerEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6976,"__TimerInstruction
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6977,"__TimerNextFiring
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6978,"__Trustee
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6979,"__Win32Provider
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6980,"CIM_ClassCreation
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6981,"CIM_ClassDeletion
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6982,"CIM_ClassIndication
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6983,"CIM_ClassModification
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6984,"CIM_Error
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6985,"CIM_Indication
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6986,"CIM_InstCreation
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6987,"CIM_InstDeletion
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6988,"CIM_InstIndication
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6989,"CIM_InstModification
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6990,"MSFT_DedupProperties
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6991,"MSFT_Disk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6992,"MSFT_DiskToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6993,"MSFT_DiskToStorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6994,"MSFT_ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6995,"MSFT_FileServer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6996,"MSFT_FileServerToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6997,"MSFT_FileServerToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6998,"MSFT_FileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
6999,"MSFT_FileShareAccessControlEntry
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7000,"MSFT_HealthAction
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7001,"MSFT_HealthActionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7002,"MSFT_HealthRecord
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7003,"MSFT_HealthRecordReal64
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7004,"MSFT_HealthRecordUInt64
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7005,"MSFT_InitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7006,"MSFT_InitiatorIdToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7007,"MSFT_MaskingSet
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7008,"MSFT_MaskingSetToInitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7009,"MSFT_MaskingSetToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7010,"MSFT_Partition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7011,"MSFT_PartitionToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7012,"MSFT_PartitionToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7013,"MSFT_PhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7014,"MSFT_PhysicalDiskToStorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7015,"MSFT_PhysicalExtent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7016,"MSFT_ReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7017,"MSFT_ReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7018,"MSFT_ReplicationGroup
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7019,"MSFT_ReplicationGroupToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7020,"MSFT_ReplicationGroupToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7021,"MSFT_ReplicationGroupToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7022,"MSFT_ReplicationSettings
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7023,"MSFT_ResiliencySetting
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7024,"MSFT_SoftError
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7025,"MSFT_StorageAlertEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7026,"MSFT_StorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7027,"MSFT_StorageChassis
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7028,"MSFT_StorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7029,"MSFT_StorageDiagnoseResult
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7030,"MSFT_StorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7031,"MSFT_StorageEnclosureToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7032,"MSFT_StorageEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7033,"MSFT_StorageExtendedStatus
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7034,"MSFT_StorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7035,"MSFT_StorageFaultDomainToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7036,"MSFT_StorageFaultEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7037,"MSFT_StorageHealth
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7038,"MSFT_StorageHealthReport
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7039,"MSFT_StorageHealthSetting
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7040,"MSFT_StorageHealthStatusChangeEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7041,"MSFT_StorageJob
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7042,"MSFT_StorageJobOutParams
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7043,"MSFT_StorageJobToAffectedStorageObject
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7044,"MSFT_StorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7045,"MSFT_StorageNode
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7046,"MSFT_StorageNodeToDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7047,"MSFT_StorageNodeToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7048,"MSFT_StorageNodeToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7049,"MSFT_StorageNodeToStoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7050,"MSFT_StorageNodeToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7051,"MSFT_StorageNodeToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7052,"MSFT_StorageObject
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7053,"MSFT_StoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7054,"MSFT_StoragePoolToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7055,"MSFT_StoragePoolToResiliencySetting
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7056,"MSFT_StoragePoolToStorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7057,"MSFT_StoragePoolToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7058,"MSFT_StoragePoolToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7059,"MSFT_StorageProvider
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7060,"MSFT_StorageProviderToStorageSubSystem
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7061,"MSFT_StorageRack
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7062,"MSFT_StorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7063,"MSFT_StorageScaleUnit
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7064,"MSFT_StorageSite
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7065,"MSFT_StorageSubSystem
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7066,"MSFT_StorageSubSystemToDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7067,"MSFT_StorageSubSystemToFileServer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7068,"MSFT_StorageSubSystemToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7069,"MSFT_StorageSubSystemToInitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7070,"MSFT_StorageSubSystemToMaskingSet
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7071,"MSFT_StorageSubSystemToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7072,"MSFT_StorageSubSystemToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7073,"MSFT_StorageSubSystemToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7074,"MSFT_StorageSubSystemToReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7075,"MSFT_StorageSubSystemToReplicationGroup
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7076,"MSFT_StorageSubSystemToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7077,"MSFT_StorageSubSystemToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7078,"MSFT_StorageSubSystemToStorageHealth
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7079,"MSFT_StorageSubSystemToStorageNode
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7080,"MSFT_StorageSubSystemToStoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7081,"MSFT_StorageSubSystemToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7082,"MSFT_StorageSubSystemToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7083,"MSFT_StorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7084,"MSFT_Synchronized
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7085,"MSFT_VirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7086,"MSFT_VirtualDiskToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7087,"MSFT_VirtualDiskToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7088,"MSFT_VirtualDiskToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7089,"MSFT_VirtualDiskToStorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7090,"MSFT_VirtualDiskToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7091,"MSFT_Volume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7092,"MSFT_Volume_Repair_AsyncOutput
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7093,"MSFT_VolumeToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7094,"MSFT_WmiError
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7095,"SPACES_HealthActionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7096,"SPACES_InitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7097,"SPACES_InitiatorIdToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7098,"SPACES_MaskingSet
",\ROOT\Microsoft\Windows\Storage\Providers_v2
