id,wmi_class,wmi_scope
7099,"SPACES_MaskingSetToInitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7100,"SPACES_MaskingSetToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7101,"SPACES_PhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7102,"SPACES_PhysicalDiskToStorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7103,"SPACES_ResiliencySetting
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7104,"SPACES_StorageAlertEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7105,"SPACES_StorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7106,"SPACES_StorageChassis
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7107,"SPACES_StorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7108,"SPACES_StorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7109,"SPACES_StorageEnclosureToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7110,"SPACES_StorageFaultDomainToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7111,"SPACES_StorageFaultEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7112,"SPACES_StorageHealthStatusChangeEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7113,"SPACES_StorageJob
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7114,"SPACES_StorageJobToAffectedStorageObject
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7115,"SPACES_StorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7116,"SPACES_StorageNode
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7117,"SPACES_StorageNodeToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7118,"SPACES_StorageNodeToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7119,"SPACES_StorageNodeToStoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7120,"SPACES_StorageNodeToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7121,"SPACES_StoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7122,"SPACES_StoragePoolToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7123,"SPACES_StoragePoolToResiliencySetting
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7124,"SPACES_StoragePoolToStorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7125,"SPACES_StoragePoolToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7126,"SPACES_StorageProvider
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7127,"SPACES_StorageProviderToStorageSubsystem
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7128,"SPACES_StorageRack
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7129,"SPACES_StorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7130,"SPACES_StorageScaleUnit
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7131,"SPACES_StorageSite
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7132,"SPACES_StorageSubsystem
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7133,"SPACES_StorageSubsystemToInitiatorId
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7134,"SPACES_StorageSubsystemToMaskingSet
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7135,"SPACES_StorageSubsystemToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7136,"SPACES_StorageSubsystemToStorageEnclosure
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7137,"SPACES_StorageSubsystemToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7138,"SPACES_StorageSubsystemToStorageNode
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7139,"SPACES_StorageSubsystemToStoragePool
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7140,"SPACES_StorageSubsystemToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7141,"SPACES_StorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7142,"SPACES_VirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7143,"SPACES_VirtualDiskToPhysicalDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7144,"SPACES_VirtualDiskToStorageFaultDomain
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7145,"SPACES_VirtualDiskToStorageTier
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7146,"SPACES_VirtualDiskToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7147,"WSP_Disk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7148,"WSP_DiskToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7149,"WSP_DiskToStorageReliabilityCounter
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7150,"WSP_FileServer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7151,"WSP_FileServerToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7152,"WSP_FileServerToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7153,"WSP_FileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7154,"WSP_FileShareAccessControlEntry
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7155,"WSP_FsStorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7156,"WSP_FsStorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7157,"WSP_FsStorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7158,"WSP_HealthAction
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7159,"WSP_HealthActionEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7160,"WSP_Partition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7161,"WSP_PartitionToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7162,"WSP_PartitionToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7163,"WSP_ReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7164,"WSP_ReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7165,"WSP_ReplicationGroup
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7166,"WSP_ReplicationGroupStorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7167,"WSP_ReplicationGroupStorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7168,"WSP_ReplicationGroupStorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7169,"WSP_ReplicationGroupToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7170,"WSP_ReplicationGroupToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7171,"WSP_ReplicationGroupToVirtualDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7172,"WSP_ReplicationSettings
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7173,"WSP_StorageAlertEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7174,"WSP_StorageArrivalEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7175,"WSP_StorageDepartureEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7176,"WSP_StorageFaultEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7177,"WSP_StorageHealth
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7178,"WSP_StorageHealthStatusChangeEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7179,"WSP_StorageModificationEvent
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7180,"WSP_StorageNodeToDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7181,"WSP_StorageNodeToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7182,"WSP_StoragePoolToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7183,"WSP_StorageSubsystemToDisk
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7184,"WSP_StorageSubSystemToFileServer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7185,"WSP_StorageSubSystemToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7186,"WSP_StorageSubsystemToPartition
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7187,"WSP_StorageSubsystemToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7188,"WSP_StorageSubsystemToReplicationCapabilities
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7189,"WSP_StorageSubsystemToReplicationGroup
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7190,"WSP_StorageSubsystemToStorageHealth
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7191,"WSP_StorageSubsystemToVolume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7192,"WSP_Synchronized
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7193,"WSP_VirtualDiskToReplicaPeer
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7194,"WSP_Volume
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7195,"WSP_VolumeToFileShare
",\ROOT\Microsoft\Windows\Storage\Providers_v2
7196,"__AbsoluteTimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT
7197,"__ACE
",\ROOT\Microsoft\Windows\Storage\PT
7198,"__AggregateEvent
",\ROOT\Microsoft\Windows\Storage\PT
7199,"__ClassCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7200,"__ClassDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT
7201,"__ClassModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7202,"__ClassOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7203,"__ClassProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7204,"__ConsumerFailureEvent
",\ROOT\Microsoft\Windows\Storage\PT
7205,"__Event
",\ROOT\Microsoft\Windows\Storage\PT
7206,"__EventConsumer
",\ROOT\Microsoft\Windows\Storage\PT
7207,"__EventConsumerProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7208,"__EventDroppedEvent
",\ROOT\Microsoft\Windows\Storage\PT
7209,"__EventFilter
",\ROOT\Microsoft\Windows\Storage\PT
7210,"__EventGenerator
",\ROOT\Microsoft\Windows\Storage\PT
7211,"__EventProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7212,"__EventQueueOverflowEvent
",\ROOT\Microsoft\Windows\Storage\PT
7213,"__ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\PT
7214,"__ExtrinsicEvent
",\ROOT\Microsoft\Windows\Storage\PT
7215,"__FilterToConsumerBinding
",\ROOT\Microsoft\Windows\Storage\PT
7216,"__IndicationRelated
",\ROOT\Microsoft\Windows\Storage\PT
7217,"__InstanceCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7218,"__InstanceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT
7219,"__InstanceModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7220,"__InstanceOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7221,"__InstanceProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7222,"__IntervalTimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT
7223,"__MethodInvocationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7224,"__MethodProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7225,"__NAMESPACE
",\ROOT\Microsoft\Windows\Storage\PT
7226,"__NamespaceCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7227,"__NamespaceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT
7228,"__NamespaceModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7229,"__NamespaceOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT
7230,"__NotifyStatus
",\ROOT\Microsoft\Windows\Storage\PT
7231,"__NTLMUser9X
",\ROOT\Microsoft\Windows\Storage\PT
7232,"__ObjectProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7233,"__PARAMETERS
",\ROOT\Microsoft\Windows\Storage\PT
7234,"__PropertyProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7235,"__Provider
",\ROOT\Microsoft\Windows\Storage\PT
7236,"__ProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT
7237,"__QOSFailureEvent
",\ROOT\Microsoft\Windows\Storage\PT
7238,"__SecurityDescriptor
",\ROOT\Microsoft\Windows\Storage\PT
7239,"__SecurityRelatedClass
",\ROOT\Microsoft\Windows\Storage\PT
7240,"__SystemClass
",\ROOT\Microsoft\Windows\Storage\PT
7241,"__SystemEvent
",\ROOT\Microsoft\Windows\Storage\PT
7242,"__SystemSecurity
",\ROOT\Microsoft\Windows\Storage\PT
7243,"__thisNAMESPACE
",\ROOT\Microsoft\Windows\Storage\PT
7244,"__TimerEvent
",\ROOT\Microsoft\Windows\Storage\PT
7245,"__TimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT
7246,"__TimerNextFiring
",\ROOT\Microsoft\Windows\Storage\PT
7247,"__Trustee
",\ROOT\Microsoft\Windows\Storage\PT
7248,"__Win32Provider
",\ROOT\Microsoft\Windows\Storage\PT
7249,"CIM_ClassCreation
",\ROOT\Microsoft\Windows\Storage\PT
7250,"CIM_ClassDeletion
",\ROOT\Microsoft\Windows\Storage\PT
7251,"CIM_ClassIndication
",\ROOT\Microsoft\Windows\Storage\PT
7252,"CIM_ClassModification
",\ROOT\Microsoft\Windows\Storage\PT
7253,"CIM_Error
",\ROOT\Microsoft\Windows\Storage\PT
7254,"CIM_Indication
",\ROOT\Microsoft\Windows\Storage\PT
7255,"CIM_InstCreation
",\ROOT\Microsoft\Windows\Storage\PT
7256,"CIM_InstDeletion
",\ROOT\Microsoft\Windows\Storage\PT
7257,"CIM_InstIndication
",\ROOT\Microsoft\Windows\Storage\PT
7258,"CIM_InstModification
",\ROOT\Microsoft\Windows\Storage\PT
7259,"MSFT_ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\PT
7260,"MSFT_WmiError
",\ROOT\Microsoft\Windows\Storage\PT
7261,"__AbsoluteTimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7262,"__ACE
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7263,"__AggregateEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7264,"__ClassCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7265,"__ClassDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7266,"__ClassModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7267,"__ClassOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7268,"__ClassProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7269,"__ConsumerFailureEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7270,"__Event
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7271,"__EventConsumer
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7272,"__EventConsumerProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7273,"__EventDroppedEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7274,"__EventFilter
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7275,"__EventGenerator
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7276,"__EventProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7277,"__EventQueueOverflowEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7278,"__ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7279,"__ExtrinsicEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7280,"__FilterToConsumerBinding
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7281,"__IndicationRelated
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7282,"__InstanceCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7283,"__InstanceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7284,"__InstanceModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7285,"__InstanceOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7286,"__InstanceProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7287,"__IntervalTimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7288,"__MethodInvocationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7289,"__MethodProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7290,"__NAMESPACE
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7291,"__NamespaceCreationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7292,"__NamespaceDeletionEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7293,"__NamespaceModificationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7294,"__NamespaceOperationEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7295,"__NotifyStatus
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7296,"__NTLMUser9X
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7297,"__ObjectProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7298,"__PARAMETERS
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7299,"__PropertyProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7300,"__Provider
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7301,"__ProviderRegistration
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7302,"__QOSFailureEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7303,"__SecurityDescriptor
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7304,"__SecurityRelatedClass
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7305,"__SystemClass
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7306,"__SystemEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7307,"__SystemSecurity
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7308,"__thisNAMESPACE
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7309,"__TimerEvent
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7310,"__TimerInstruction
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7311,"__TimerNextFiring
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7312,"__Trustee
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7313,"__Win32Provider
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7314,"CIM_ClassCreation
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7315,"CIM_ClassDeletion
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7316,"CIM_ClassIndication
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7317,"CIM_ClassModification
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7318,"CIM_Error
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7319,"CIM_Indication
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7320,"CIM_InstCreation
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7321,"CIM_InstDeletion
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7322,"CIM_InstIndication
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7323,"CIM_InstModification
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7324,"MSFT_ExtendedStatus
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7325,"MSFT_WmiError
",\ROOT\Microsoft\Windows\Storage\PT\Alt
7326,"__AbsoluteTimerInstruction
",\ROOT\Microsoft\Windows\TaskScheduler
7327,"__ACE
",\ROOT\Microsoft\Windows\TaskScheduler
7328,"__AggregateEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7329,"__ClassCreationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7330,"__ClassDeletionEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7331,"__ClassModificationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7332,"__ClassOperationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7333,"__ClassProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7334,"__ConsumerFailureEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7335,"__Event
",\ROOT\Microsoft\Windows\TaskScheduler
7336,"__EventConsumer
",\ROOT\Microsoft\Windows\TaskScheduler
7337,"__EventConsumerProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7338,"__EventDroppedEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7339,"__EventFilter
",\ROOT\Microsoft\Windows\TaskScheduler
7340,"__EventGenerator
",\ROOT\Microsoft\Windows\TaskScheduler
7341,"__EventProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7342,"__EventQueueOverflowEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7343,"__ExtendedStatus
",\ROOT\Microsoft\Windows\TaskScheduler
7344,"__ExtrinsicEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7345,"__FilterToConsumerBinding
",\ROOT\Microsoft\Windows\TaskScheduler
7346,"__IndicationRelated
",\ROOT\Microsoft\Windows\TaskScheduler
7347,"__InstanceCreationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7348,"__InstanceDeletionEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7349,"__InstanceModificationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7350,"__InstanceOperationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7351,"__InstanceProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7352,"__IntervalTimerInstruction
",\ROOT\Microsoft\Windows\TaskScheduler
7353,"__MethodInvocationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7354,"__MethodProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7355,"__NAMESPACE
",\ROOT\Microsoft\Windows\TaskScheduler
7356,"__NamespaceCreationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7357,"__NamespaceDeletionEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7358,"__NamespaceModificationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7359,"__NamespaceOperationEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7360,"__NotifyStatus
",\ROOT\Microsoft\Windows\TaskScheduler
7361,"__NTLMUser9X
",\ROOT\Microsoft\Windows\TaskScheduler
7362,"__ObjectProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7363,"__PARAMETERS
",\ROOT\Microsoft\Windows\TaskScheduler
7364,"__PropertyProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7365,"__Provider
",\ROOT\Microsoft\Windows\TaskScheduler
7366,"__ProviderRegistration
",\ROOT\Microsoft\Windows\TaskScheduler
7367,"__QOSFailureEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7368,"__SecurityDescriptor
",\ROOT\Microsoft\Windows\TaskScheduler
7369,"__SecurityRelatedClass
",\ROOT\Microsoft\Windows\TaskScheduler
7370,"__SystemClass
",\ROOT\Microsoft\Windows\TaskScheduler
7371,"__SystemEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7372,"__SystemSecurity
",\ROOT\Microsoft\Windows\TaskScheduler
7373,"__thisNAMESPACE
",\ROOT\Microsoft\Windows\TaskScheduler
7374,"__TimerEvent
",\ROOT\Microsoft\Windows\TaskScheduler
7375,"__TimerInstruction
",\ROOT\Microsoft\Windows\TaskScheduler
7376,"__TimerNextFiring
",\ROOT\Microsoft\Windows\TaskScheduler
7377,"__Trustee
",\ROOT\Microsoft\Windows\TaskScheduler
7378,"__Win32Provider
",\ROOT\Microsoft\Windows\TaskScheduler
7379,"CIM_ClassCreation
",\ROOT\Microsoft\Windows\TaskScheduler
7380,"CIM_ClassDeletion
",\ROOT\Microsoft\Windows\TaskScheduler
7381,"CIM_ClassIndication
",\ROOT\Microsoft\Windows\TaskScheduler
7382,"CIM_ClassModification
",\ROOT\Microsoft\Windows\TaskScheduler
7383,"CIM_Error
",\ROOT\Microsoft\Windows\TaskScheduler
7384,"CIM_Indication
",\ROOT\Microsoft\Windows\TaskScheduler
7385,"CIM_InstCreation
",\ROOT\Microsoft\Windows\TaskScheduler
7386,"CIM_InstDeletion
",\ROOT\Microsoft\Windows\TaskScheduler
7387,"CIM_InstIndication
",\ROOT\Microsoft\Windows\TaskScheduler
7388,"CIM_InstModification
",\ROOT\Microsoft\Windows\TaskScheduler
7389,"MSFT_ClusteredScheduledTask
",\ROOT\Microsoft\Windows\TaskScheduler
7390,"MSFT_ExtendedStatus
",\ROOT\Microsoft\Windows\TaskScheduler
7391,"MSFT_ScheduledTask
",\ROOT\Microsoft\Windows\TaskScheduler
7392,"MSFT_TaskAction
",\ROOT\Microsoft\Windows\TaskScheduler
7393,"MSFT_TaskBootTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7394,"MSFT_TaskComHandlerAction
",\ROOT\Microsoft\Windows\TaskScheduler
7395,"MSFT_TaskDailyTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7396,"MSFT_TaskDynamicInfo
",\ROOT\Microsoft\Windows\TaskScheduler
7397,"MSFT_TaskEventTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7398,"MSFT_TaskExecAction
",\ROOT\Microsoft\Windows\TaskScheduler
7399,"MSFT_TaskIdleSettings
",\ROOT\Microsoft\Windows\TaskScheduler
7400,"MSFT_TaskIdleTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7401,"MSFT_TaskLogonTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7402,"MSFT_TaskMaintenanceSettings
",\ROOT\Microsoft\Windows\TaskScheduler
7403,"MSFT_TaskMonthlyDOWTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7404,"MSFT_TaskMonthlyTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7405,"MSFT_TaskNamedValue
",\ROOT\Microsoft\Windows\TaskScheduler
7406,"MSFT_TaskNetworkSettings
",\ROOT\Microsoft\Windows\TaskScheduler
7407,"MSFT_TaskPrincipal
",\ROOT\Microsoft\Windows\TaskScheduler
7408,"MSFT_TaskPrincipal2
",\ROOT\Microsoft\Windows\TaskScheduler
7409,"MSFT_TaskRegistrationTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7410,"MSFT_TaskRepetitionPattern
",\ROOT\Microsoft\Windows\TaskScheduler
7411,"MSFT_TaskSessionStateChangeTrigger
",\ROOT\Microsoft\Windows\TaskScheduler
7412,"MSFT_TaskSettings
",\ROOT\Microsoft\Windows\TaskScheduler
